"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
367,181,"POL","Poland",16,"West Pomeranian",367,"Koszalin City","",NA,"","Powiat","City","","Köslin|Kòszalëno|Scurgum"
368,181,"POL","Poland",16,"West Pomeranian",368,"Koszalin","",NA,"","Powiat","County","","Powiat Koszalinski"
369,181,"POL","Poland",16,"West Pomeranian",369,"Myslibórz","",NA,"","Powiat","County","","Powiat Mysliborski"
370,181,"POL","Poland",16,"West Pomeranian",370,"Police","",NA,"","Powiat","County","","Powiat Policki"
371,181,"POL","Poland",16,"West Pomeranian",371,"Pyrzyce","",NA,"","Powiat","County","","Powiat Pyrzycki"
372,181,"POL","Poland",16,"West Pomeranian",372,"Slawno","",NA,"","Powiat","County","","Powiat Slawienski"
373,181,"POL","Poland",16,"West Pomeranian",373,"Stargard","",NA,"","Powiat","County","","Powiat Stargardzki"
374,181,"POL","Poland",16,"West Pomeranian",374,"Szczecinek","",NA,"","Powiat","County","","Powiat Szczecinecki"
375,181,"POL","Poland",16,"West Pomeranian",375,"Szczecin","",NA,"","Powiat","City","","Stettin|Sztetëno|Stetinum"
376,181,"POL","Poland",16,"West Pomeranian",376,"Walcz","",NA,"","Powiat","County","","Powiat Walecki"
