"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,181,"POL","Poland","POLAND","Poland","Polska","","Danzig","","Pologne ","Polonia ","<U+041F><U+043E><U+043B><U+044C><U+0448><U+0430>","<U+0628><U+0648><U+0644><U+0648><U+0646><U+064A><U+0627>","<U+6CE2><U+5170> ","","","Poland","PL","","PL","616","1946","Present","38605447","310715.094","124.24709241836833","Eastern Europe","Europe","2","","","1","Europe & Central Asia","Upper middle income","Moderately indebted","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
