id,href,position,date,location,grade,employer,description,data_science_tof,positive_phrase,main_category,sub_category,salary,contract
4817766,"http://www.pracuj.pl/praca/operator-maszyn-cnc-wroclaw,oferta,4817766",Operator Maszyn CNC,2016-09-13,"Wrocław, dolnośląskie",Pracownik fizyczny,Manpower Wrocław Swobodna,"                         Manpower to światowy lider w dziedzinie HR o ponad 60-cio letniej tradycji Nasza firma jest obecna    w 82 krajach, na terenie Polski mamy 50 oddziałów Współpracujemy z 400 000 klientów rocznie,    w tym małymi i średnimi przedsiębiorstwami ze wszystkich sektorów, a także największymi światowymi korporacjami Nasze usługi obejmują pracę tymczasową, rekrutację pracowników stałych, zatrudnienie zewnętrzne oraz doradztwo personalne.      Obecnie dla jednego z naszych Klientów poszukujemy Kandydatów na stanowisko:                 Operator maszyn CNC     Praca Stała      Miejsce pracy Wrocław        Nr ref.: HSW/097/KVT                     Opis stanowiska Obsługa maszyn sterowanych numerycznie typu: tokarki, frezarki, szlifierki,  Odczytywanie danych z rysunków technicznych,  Obsługa urządzeń pomiarowych,  Kontrola wykonywanych części zgodnie z procesem          Wymagania Doświadczenie przy obsłudze maszyn CNC,   Bardzo dobra znajomość rysunku technicznego,  Zaangażowanie w wykonywane obowiązki.          Oferta Umowę o pracę na pełny etat (zatrudnienie bezpośrednio u Naszego Klienta),  Atrakcyjne wynagrodzenie uzależnione od doświadczenia,  Możliwość zdobycia doświadczenia rozwoju zawodowego w ramach międzynarodowych struktur firmy,  oraz udziału w rozmaitych szkoleniach,  Bogaty pakiet socjalny dla Pracowników,  Bezstresową rekrutacje pod opieka naszego koordynatora w trakcie całego procesu.                       Osoby zainteresowane prosimy o przesyłanie aplikacji klikając w przycisk aplikowania.    Osoby zainteresowane ogłoszeniem prosimy o przesłanie aplikacji.                        Prosimy o załączenie do aplikacji następującej klauzuli: ""Niniejszym wyrażam dobrowolnie zgodę na przetwarzanie danych osobowych zawartych w moim CV przez Manpower Group Sp. z o.o. z siedzibą w Warszawie przy ul Nowogrodzkiej 68, do celów związanych z procesem rekrutacji zgodnie z Ustawą z dnia 29 sierpnia 1997 roku o Ochronie Danych Osobowych (tekst jednolity Dz. U. 2014 r. poz. 1182)”. Wyrażam także zgodę na udostępnianie moich danych osobowych innym podmiotom z Manpower Group oraz potencjalnym pracodawcom do celów związanych z procesem rekrutacji Przysługuje mi prawo dostępu do moich danych i ich poprawiania.""   Agencja zatrudnienia – nr certyfikatu 412.                             ",NA,NA,Produkcja,Optymalizacja procesu produkcji,"NA",Pełny etat
