id,position,employer,date,location,href
4350571,M³odszy analityk aplikacji bankowych,MakoLab SA,2016-02-05,"£ódŸ, ³ódzkie","/praca/mlodszy-analityk-aplikacji-bankowych-lodz,oferta,4350571"
4392338,Analityk Biznesowy,PROVIDENT Polska,2016-02-05,"Warszawa, mazowieckie","/praca/analityk-biznesowy-warszawa,oferta,4392338"
4392022,Analityk w Dziale Powierzchni Biurowych,CUSHMAN & WAKEFIELD,2016-02-05,"Warszawa, mazowieckie","/praca/analityk-w-dziale-powierzchni-biurowych-warszawa,oferta,4392022"
4386739,Analityk Danych Handlowych,Grafton Recruitment,2016-02-05,"Warszawa, mazowieckie","/praca/analityk-danych-handlowych-warszawa,oferta,4386739"
4387487,Analityk,KRKA-POLSKA Sp. z o.o.,2016-02-05,"Warszawa, mazowieckie","/praca/analityk-warszawa,oferta,4387487"
4346467,Data Engineer,Oktawave,2016-02-04,"Warszawa, mazowieckie","/praca/data-engineer-warszawa,oferta,4346467"
4359291,Product Owner (Big Data),Hays Poland,2016-02-04,"Warszawa, mazowieckie","/praca/product-owner-big-data-warszawa,oferta,4359291"
4384538,Big Data DevOps Engineer,HCore,2016-02-04,"Warszawa, mazowieckie","/praca/big-data-devops-engineer-warszawa,oferta,4384538"
4390884,Programista Big Data,HRCube sp. z o.o.,2016-02-04,œl¹skie,"/praca/programista-big-data-slaskie,oferta,4390884"
4390892,Programista Big Data,HRCube sp. z o.o.,2016-02-04,œwiêtokrzyskie,"/praca/programista-big-data-swietokrzyskie,oferta,4390892"
4390907,Programista Big Data,HRCube sp. z o.o.,2016-02-04,"Kraków, ma³opolskie","/praca/programista-big-data-krakow,oferta,4390907"
4382208,In¿ynier Big Data,Samsung R&D Institute Poland,2016-02-04,"Kraków, ma³opolskie","/praca/inzynier-big-data-krakow,oferta,4382208"
4365660,Service Desk analyst with Danish,Ciber Polska Sp. z o.o.,2016-02-04,"Poznañ, wielkopolskie","/praca/service-desk-analyst-with-danish-poznan,oferta,4365660"
4378089,Technical Analyst - application migration project,Devonshire,2016-02-04,"Warszawa, mazowieckie","/praca/technical-analyst-application-migration-project-warszawa,oferta,4378089"
4336553,Independent Model Review – Senior Analyst (Market or Credit team),HSBC Service Delivery (Polska),2016-02-04,"Kraków, ma³opolskie","/praca/independent-model-review-senior-analyst-market-or-credit-team-krakow,oferta,4336553"
4370843,Operations - Content Quality Analyst with English and Croatian,Accenture,2016-02-04,"Warszawa, mazowieckie","/praca/operations-content-quality-analyst-with-english-and-croatian-warszawa,oferta,4370843"
4352375,Risk Analyst,HSBC Service Delivery (Polska),2016-02-04,"Kraków, ma³opolskie","/praca/risk-analyst-krakow,oferta,4352375"
4346364,Junior PL/SQL Programmer/Analyst,Brown Brothers Harriman,2016-02-04,"Kraków, ma³opolskie","/praca/junior-pl-sql-programmer-analyst-krakow,oferta,4346364"
4341756,International Financial Reporting Analyst,Akamai Technologies,2016-02-04,"Kraków, ma³opolskie","/praca/international-financial-reporting-analyst-krakow,oferta,4341756"
4346344,Test Automation Analyst - Fund Accounting,Brown Brothers Harriman,2016-02-04,"Kraków, ma³opolskie","/praca/test-automation-analyst-fund-accounting-krakow,oferta,4346344"
4361078,Business Analyst/Project Manager,Hays Poland,2016-02-04,"Frankfurt n. Menem, Niemcy","/praca/business-analyst-project-manager-frankfurt-n-menem,oferta,4361078"
4391802,Customer Service Analyst,Trustwave Poland Sp. z o.o.,2016-02-04,"Warszawa, mazowieckie","/praca/customer-service-analyst-warszawa,oferta,4391802"
4355577,Collection Analyst with Dutch,McCormick Shared Services,2016-02-04,"£ódŸ, ³ódzkie","/praca/collection-analyst-with-dutch-lodz,oferta,4355577"
4369614,Junior SAP Analyst,Grafton Recruitment,2016-02-04,"£ódŸ, ³ódzkie","/praca/junior-sap-analyst-lodz,oferta,4369614"
4391757,Junior Account Data Analyst,Citi Service Center,2016-02-04,"Olsztyn, warmiñsko-mazurskie","/praca/junior-account-data-analyst-olsztyn,oferta,4391757"
4391662,Analyst,Citi Service Center,2016-02-04,"Olsztyn, warmiñsko-mazurskie","/praca/analyst-olsztyn,oferta,4391662"
4355680,Research Analyst,MARSH SP. Z O.O.,2016-02-04,"Warszawa, mazowieckie","/praca/research-analyst-warszawa,oferta,4355680"
4374175,Data Analyst (Excel),Merck Sp. z o.o.,2016-02-04,"Warszawa, mazowieckie","/praca/data-analyst-excel-warszawa,oferta,4374175"
4374215,Data Analyst (R),Merck Sp. z o.o.,2016-02-04,"Warszawa, mazowieckie","/praca/data-analyst-r-warszawa,oferta,4374215"
4390692,Senior Specialist - Business Analyst,Samsung Electronics Poland Manufacturing Sp. z o.o.,2016-02-04,"Wronki, wielkopolskie","/praca/senior-specialist-business-analyst-wronki,oferta,4390692"
4388971,IT Logistics Process Analyst,First Point Group Ltd,2016-02-04,"Warszawa, mazowieckie","/praca/it-logistics-process-analyst-warszawa,oferta,4388971"
4386385,Maintenance Contract Analyst - English,SELLBYTEL Group GmbH Sp. z o.o. Oddzia³ w Polsce,2016-02-04,"Kraków, ma³opolskie","/praca/maintenance-contract-analyst-english-krakow,oferta,4386385"
4390657,Forecast Analyst,VeriFone European Shared Services Sp. z o.o.,2016-02-04,"Warszawa, mazowieckie","/praca/forecast-analyst-warszawa,oferta,4390657"
4389805,PMO Senior Analyst,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/pmo-senior-analyst-wroclaw,oferta,4389805"
4375680,R&D Finance Analyst,IMI International,2016-02-04,ma³opolskie,"/praca/r-d-finance-analyst-malopolskie,oferta,4375680"
4375681,R&D Finance Analyst,IMI International,2016-02-04,œl¹skie,"/praca/r-d-finance-analyst-slaskie,oferta,4375681"
4390096,"Senior Financial Analyst, P&L Planning and Analysis",Ecolab Services Poland sp. z o.o.,2016-02-04,"Kraków, ma³opolskie","/praca/senior-financial-analyst-p-l-planning-and-analysis-krakow,oferta,4390096"
4389999,Report Management Analyst,Citi Service Center,2016-02-04,"Warszawa, mazowieckie","/praca/report-management-analyst-warszawa,oferta,4389999"
4389873,Senior Technical IT Analyst (French speaker),HSBC Service Delivery (Polska),2016-02-04,"Kraków, ma³opolskie","/praca/senior-technical-it-analyst-french-speaker-krakow,oferta,4389873"
4389900,ServiceNow Functional Analyst,Pearson,2016-02-04,"Kraków, ma³opolskie","/praca/servicenow-functional-analyst-krakow,oferta,4389900"
4373244,Derivatives Regulatory Reporting Analyst,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/derivatives-regulatory-reporting-analyst-wroclaw,oferta,4373244"
4356532,Liquidity Measurement & Reporting Analyst,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/liquidity-measurement-reporting-analyst-wroclaw,oferta,4356532"
4356530,PMO Analyst (Agile expert),CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/pmo-analyst-agile-expert-wroclaw,oferta,4356530"
4363615,Business Analyst,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/business-analyst-wroclaw,oferta,4363615"
4363235,Business Analyst/Specialist for Securities Market Analyses,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/business-analyst-specialist-for-securities-market-analyses-wroclaw,oferta,4363235"
4363228,Senior Business Analyst/Project Manager,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/senior-business-analyst-project-manager-wroclaw,oferta,4363228"
4368720,Analyst In Banking Operations,CREDIT SUISSE Poland,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/analyst-in-banking-operations-wroclaw,oferta,4368720"
4363197,M³odszy Analityk,HRK S.A.,2016-02-04,"Warszawa, mazowieckie","/praca/mlodszy-analityk-warszawa,oferta,4363197"
4368884,Analityk w zespole CRM,Eurocash Franczyza,2016-02-04,"Warszawa, mazowieckie","/praca/analityk-w-zespole-crm-warszawa,oferta,4368884"
4389666,Analityk CRM,redcoon Polska Sp. z o.o.,2016-02-04,"Warszawa, mazowieckie","/praca/analityk-crm-warszawa,oferta,4389666"
4390813,Analityk Biznesowy SME,Bank BG¯ BNP Paribas,2016-02-04,"Szczecin, zachodniopomorskie","/praca/analityk-biznesowy-sme-szczecin,oferta,4390813"
4390829,Analityk Biznesowy SME,Bank BG¯ BNP Paribas,2016-02-04,"Warszawa, mazowieckie","/praca/analityk-biznesowy-sme-warszawa,oferta,4390829"
4390834,Analityk Biznesowy SME,Bank BG¯ BNP Paribas,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/analityk-biznesowy-sme-wroclaw,oferta,4390834"
4391464,Analityk ds. Odszkodowañ,Page Personnel,2016-02-04,"Wroc³aw, dolnoœl¹skie","/praca/analityk-ds-odszkodowan-wroclaw,oferta,4391464"
4391185,Analityk Biznesowy,RWE Polska S.A.,2016-02-04,mazowieckie,"/praca/analityk-biznesowy-mazowieckie,oferta,4391185"
4360834,Analityk w dziale zaopatrzenia z jêzykiem niemieckim,eWork Group,2016-02-04,"Kraków, ma³opolskie","/praca/analityk-w-dziale-zaopatrzenia-z-jezykiem-niemieckim-krakow,oferta,4360834"
4390301,M³odszy analityk sprzeda¿y,Mercator Medical S.A.,2016-02-04,"Kraków, ma³opolskie","/praca/mlodszy-analityk-sprzedazy-krakow,oferta,4390301"
4389851,Webanalityk,TUI Group,2016-02-04,"Warszawa, mazowieckie","/praca/webanalityk-warszawa,oferta,4389851"
4389838,Business Controller/ Analityk sprzeda¿y,KappAhl,2016-02-04,"Warszawa, mazowieckie","/praca/business-controller-analityk-sprzedazy-warszawa,oferta,4389838"
4384227,Analityk - Zespó³ Automatyki Przemys³owej,EY (dawniej Ernst & Young),2016-02-04,"Warszawa, mazowieckie","/praca/analityk-zespol-automatyki-przemyslowej-warszawa,oferta,4384227"
4384229,Analityk - Zespó³ Doradztwa Informatycznego - Digital Transformation,EY (dawniej Ernst & Young),2016-02-04,"Warszawa, mazowieckie","/praca/analityk-zespol-doradztwa-informatycznego-digital-transformation-warszawa,oferta,4384229"
4384232,Analityk Biznesowo - Systemowy/Guidewire,EY (dawniej Ernst & Young),2016-02-04,"Warszawa, mazowieckie","/praca/analityk-biznesowo-systemowy-guidewire-warszawa,oferta,4384232"
4345356,Proofreader with German,McKinsey EMEA Shared Services Sp. z o.o.,2016-02-03,"Poznañ, wielkopolskie","/praca/quality-analyst-proofreader-with-german-poznan,oferta,4345356"
4352371,Independent Model Review - Junior Analyst (Credit or Market team),HSBC Service Delivery (Polska),2016-02-03,"Kraków, ma³opolskie","/praca/independent-model-review-junior-analyst-credit-or-market-team-krakow,oferta,4352371"
4351231,"Service Desk Analyst, Release - Deployment Specialist",Capgemini Software Solutions Center,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/service-desk-analyst-release-deployment-specialist-wroclaw,oferta,4351231"
4370842,Operations - Content Quality Analyst with English and Serbian,Accenture,2016-02-03,"Warszawa, mazowieckie","/praca/operations-content-quality-analyst-with-english-and-serbian-warszawa,oferta,4370842"
4344417,Financial Analyst (Reporting),IMI International,2016-02-03,ma³opolskie,"/praca/financial-analyst-reporting-malopolskie,oferta,4344417"
4344418,Financial Analyst (Reporting),IMI International,2016-02-03,œl¹skie,"/praca/financial-analyst-reporting-slaskie,oferta,4344418"
4355999,Data Analyst,Hays Poland,2016-02-03,"Warszawa, mazowieckie","/praca/data-analyst-warszawa,oferta,4355999"
4343355,Application Support Analyst (SPANISH),HCL Poland,2016-02-03,"Kraków, ma³opolskie","/praca/application-support-analyst-spanish-krakow,oferta,4343355"
4353458,Lead Support Analyst,Luxoft Poland sp. z o.o.,2016-02-03,"£ódŸ, ³ódzkie","/praca/lead-support-analyst-lodz,oferta,4353458"
4342181,Junior Research Analyst  for Automotive & Assembly,McKinsey Knowledge Center Poland Sp. z o.o.,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/junior-research-analyst-for-automotive-assembly-wroclaw,oferta,4342181"
4339616,Quantitative Analyst,Crisil Irevna Poland Sp. z o.o.,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/quantitative-analyst-wroclaw,oferta,4339616"
4374402,Software Test Analyst,HRK S.A.,2016-02-03,"Warszawa, ³ódzkie","/praca/software-test-analyst-warszawa,oferta,4374402"
4374403,Software Test Analyst,HRK S.A.,2016-02-03,"Warszawa, ma³opolskie","/praca/software-test-analyst-warszawa,oferta,4374403"
4374404,Software Test Analyst,HRK S.A.,2016-02-03,"Warszawa, mazowieckie","/praca/software-test-analyst-warszawa,oferta,4374404"
4389225,AML Junior Analyst,Adecco Poland,2016-02-03,"Warszawa, mazowieckie","/praca/aml-junior-analyst-warszawa,oferta,4389225"
4388972,Senior Financial Analyst,Hays Poland,2016-02-03,"Kraków, ma³opolskie","/praca/senior-financial-analyst-krakow,oferta,4388972"
4388938,Financial Analyst In a Decision Support Team (Various Positions In a Start-up),Hays Poland,2016-02-03,"Kraków, ma³opolskie","/praca/financial-analyst-in-a-decision-support-team-various-positions-in-a-start-up-krakow,oferta,4388938"
4387963,Senior BI Analyst,Schneider Electric Polska Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/senior-bi-analyst-warszawa,oferta,4387963"
4387892,Business Intelligence Analyst - Project for Google,Hays Poland,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/business-intelligence-analyst-project-for-google-wroclaw,oferta,4387892"
4357376,Financial Reporting Analyst,HEINEKEN Global Shared Services,2016-02-03,"Kraków, ma³opolskie","/praca/financial-reporting-analyst-krakow,oferta,4357376"
4352891,Finance Manager (Global role),Tranquini Poland Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/senior-finance-analyst-warszawa,oferta,4352891"
4387474,Senior Business Analyst,Experis IT Warszawa 126,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/senior-business-analyst-wroclaw,oferta,4387474"
4362147,Savings and Compliance Analyst,CBRE Corporate Outsourcing Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/savings-and-compliance-analyst-warszawa,oferta,4362147"
4387048,Analyst in Management Reporting Department (German Speaker),Advisory Group TEST Human Resources,2016-02-03,"Kraków, ma³opolskie","/praca/analyst-in-management-reporting-department-german-speaker-krakow,oferta,4387048"
4385988,Project Financial Analyst,CH2M,2016-02-03,"Kraków, ma³opolskie","/praca/project-financial-analyst-krakow,oferta;4385988"
4386837,Financial Business Analyst,Wyser Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/financial-business-analyst-warszawa,oferta,4386837"
4386916,Data Science Developer,CPL Integrated Services,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/data-science-developer-wroclaw,oferta,4386916"
4389582,M³odszy Analityk Baz Danych,Hays Poland,2016-02-03,"Wroc³aw, dolnoœl¹skie","/praca/mlodszy-analityk-baz-danych-wroclaw,oferta,4389582"
4374120,Analityk Danych,Devonshire,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-danych-warszawa,oferta,4374120"
4359303,Analityk,Netia S.A.,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-warszawa,oferta,4359303"
4357981,Analityk Projektów,Grupa Muszkieterów,2016-02-03,"Grodzisk Mazowiecki, mazowieckie","/praca/analityk-projektow-grodzisk-mazowiecki,oferta,4357981"
4374103,Analityk ds. Due Dilligence,Devonshire,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-ds-due-dilligence-warszawa,oferta,4374103"
4374590,Analityk Marketingu/rynku,PageGroup Polska,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-marketingu-rynku-warszawa,oferta,4374590"
4339310,Analityk ds. Reklamy Internetowej,AdTaily Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-ds-reklamy-internetowej-warszawa,oferta,4339310"
4373871,Analityk Biznesowy,Rekrutacja ukryta,2016-02-03,"Katowice, œl¹skie","/praca/analityk-biznesowy-katowice,oferta,4373871"
4343329,Analityk IT,Fabrity K2,2016-02-03,"£ódŸ, ³ódzkie","/praca/analityk-it-lodz,oferta,4343329"
4389337,M³odszy Analityk w Zespole Rozwi¹zañ dla Sektora PUBLIC,Atos Polska,2016-02-03,"Warszawa, mazowieckie","/praca/mlodszy-analityk-w-zespole-rozwiazan-dla-sektora-public-warszawa,oferta,4389337"
4389152,Analityk ds. Raportowania,Devonshire,2016-02-03,"Kraków, ma³opolskie","/praca/analityk-ds-raportowania-krakow,oferta,4389152"
4387964,Tester - Analityk Testów,B2B.net SA,2016-02-03,mazowieckie,"/praca/tester-analityk-testow-mazowieckie,oferta,4387964"
4388602,Analityk ds. energetycznych,Goldman Recruitment,2016-02-03,"Gdañsk, pomorskie","/praca/analityk-ds-energetycznych-gdansk,oferta,4388602"
4388405,M³odszy Analityk Wsparcia Systemów IT,Millennium Leasing Sp. z o. o.,2016-02-03,"Warszawa, mazowieckie","/praca/mlodszy-analityk-wsparcia-systemow-it-warszawa,oferta,4388405"
4358397,M³odszy Analityk Danych Liczbowych,Work Service,2016-02-03,"Piekary Œl¹skie, œl¹skie","/praca/mlodszy-analityk-danych-liczbowych-piekary-slaskie,oferta,4358397"
4362215,M³odszy analityk biznesowy w dziale logistyki,Grupa Kapita³owa Inter Cars S.A.,2016-02-03,"Zakroczym, Swobodnia (pow. nowodworski), mazowieckie","/praca/mlodszy-analityk-biznesowy-w-dziale-logistyki-zakroczym-swobodnia-pow-nowodworski,oferta,4362215"
4385336,Analityk Biznesowy,PERFECT GYM SOLUTIONS S A,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-biznesowy-warszawa,oferta,4385336"
4388240,Analityk ds. prognozowania z jêzykiem angielskim,Devonshire,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-ds-prognozowania-z-jezykiem-angielskim-warszawa,oferta,4388240"
4387813,M³odszy Ksiêgowy/ Analityk ds. Nale¿noœci z jêzykiem hebrajskim,IBM BTO Business Consulting Services Sp. z o.o.,2016-02-03,"Kraków, ma³opolskie","/praca/mlodszy-ksiegowy-analityk-ds-naleznosci-z-jezykiem-hebrajskim-krakow,oferta,4387813"
4387495,M³odszy Analityk Aktuarialny,GRUPA PZU,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-aktuarialny-warszawa,oferta;4387495"
4368793,Wsparcie w zespole analitycznym,Mercer (Polska) Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/mlodszy-analityk-warszawa,oferta,4368793"
4387217,Analityk danych,PLUS BANK S.A.,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-danych-warszawa,oferta,4387217"
4348302,Programista CRM – Analityk,Comtegra Sp. z o. o.,2016-02-03,"Warszawa, mazowieckie","/praca/programista-crm-analityk-warszawa,oferta,4348302"
4383708,Analityk systemowy,Antal IT Sales/ Tech,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-systemowy-warszawa,oferta,4383708"
4344635,Technology - M³odszy Analityk ds. wdro¿enia i utrzymania aplikacji,Accenture,2016-02-03,"£ódŸ, ³ódzkie","/praca/technology-mlodszy-analityk-ds-wdrozenia-i-utrzymania-aplikacji-lodz,oferta,4344635"
4358367,Analityk Danych,simplicity,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-danych-warszawa,oferta,4358367"
4385498,Analityk Integracji Systemow,SII Sp. z o.o.,2016-02-03,"Warszawa, mazowieckie","/praca/analityk-integracji-systemow-warszawa,oferta,4385498"
4357266,Senior Financial Analyst,Page Personnel,2016-02-02,"Kraków, ma³opolskie","/praca/senior-financial-analyst-krakow,oferta,4357266"
4352601,Financial Analyst,Hays Poland,2016-02-02,"Kraków, ma³opolskie","/praca/financial-analyst-krakow,oferta,4352601"
4353804,Customer Quality Assurance Analyst With German,Hays Poland,2016-02-02,"Kraków, ma³opolskie","/praca/customer-quality-assurance-analyst-with-german-krakow,oferta,4353804"
4359261,Payroll Analyst,Reed  Personnel Services Poland,2016-02-02,"Kraków, ma³opolskie","/praca/payroll-analyst-krakow,oferta,4359261"
4335576,Quantitative Analyst – Risk Modelling & Analytics,UBS,2016-02-02,"Zabierzów (pow. krakowski), ma³opolskie","/praca/quantitative-analyst-risk-modelling-analytics-zabierzow-pow-krakowski,oferta,4335576"
4361389,Business Process Analyst,Rockwell Automation,2016-02-02,"Katowice, œl¹skie","/praca/business-process-analyst-katowice,oferta,4361389"
4341903,Junior Research Analyst  for Consumer Sector,McKinsey Knowledge Center Poland Sp. z o.o.,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/junior-research-analyst-for-consumer-sector-wroclaw,oferta,4341903"
4386353,Business Analyst,SoftServe,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/business-analyst-wroclaw,oferta,4386353"
4385819,Accounts Payable Analyst with English ang German/French,ManpowerGroup Solutions II,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/accounts-payable-analyst-with-english-ang-german-french-wroclaw,oferta,4385819"
4385783,SharePoint Analyst & Developer,Grafton Recruitment,2016-02-02,"Kraków, ma³opolskie","/praca/sharepoint-analyst-developer-krakow,oferta,4385783"
4353132,Web Analyst/Tester,FRU.PL S.A.,2016-02-02,"Kraków, ma³opolskie","/praca/web-analyst-tester-krakow,oferta,4353132"
4385520,Junior Business Analyst EDI,Grafton Recruitment,2016-02-02,"£ódŸ, ³ódzkie","/praca/junior-business-analyst-edi-lodz,oferta,4385520"
4385490,Analyst with German and English,Manpower £ódŸ - D¹browskiego II,2016-02-02,"£ódŸ, ³ódzkie","/praca/analyst-with-german-and-english-lodz,oferta,4385490"
4344946,Senior Quantitative Risk Analyst,Kelly Services Poland Sp. z o.o.,2016-02-02,"Kraków, ma³opolskie","/praca/senior-quantitative-risk-analyst-krakow,oferta,4344946"
4385039,Digital - Operations Analytics Analyst,Accenture,2016-02-02,"Warszawa, mazowieckie","/praca/digital-operations-analytics-analyst-warszawa,oferta,4385039"
4385040,Digital - Operations Analytics Analyst,Accenture,2016-02-02,"Kraków, ma³opolskie","/praca/digital-operations-analytics-analyst-krakow,oferta,4385040"
4385041,Digital - Operations Analytics Analyst,Accenture,2016-02-02,"Poznañ, wielkopolskie","/praca/digital-operations-analytics-analyst-poznan,oferta,4385041"
4383167,Business Analyst,STAKO sp. z o.o.,2016-02-02,"S³upsk, pomorskie","/praca/business-analyst-slupsk,oferta,4383167"
4384515,Incident-Problem Management Senior Analyst,EY Global Services,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/incident-problem-management-senior-analyst-wroclaw,oferta,4384515"
4384334,Business Analyst,Zurich Insurance,2016-02-02,"Kraków, ma³opolskie","/praca/business-analyst-krakow,oferta,4384334"
4384336,Support Analyst with German,CPL Integrated Services,2016-02-02,"Kraków, ma³opolskie","/praca/support-analyst-with-german-krakow,oferta,4384336"
4352406,Delivery Analyst,IBM Client Innovation Center,2016-02-02,"Katowice, œl¹skie","/praca/delivery-analyst-katowice,oferta,4352406"
4352220,Network Security - SOC Threat Intelligence Analyst,IBM Client Innovation Center,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/network-security-soc-threat-intelligence-analyst-wroclaw,oferta,4352220"
4352224,Network Security - SOC SIEM Analyst,IBM Client Innovation Center,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/network-security-soc-siem-analyst-wroclaw,oferta,4352224"
4362868,IT Services Analyst RPG,IT KONTRAKT,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/it-services-analyst-rpg-wroclaw,oferta,4362868"
4384161,IT Security Analyst (SOC),Hays Poland,2016-02-02,"Frankfurt, Niemcy","/praca/it-security-analyst-soc-frankfurt,oferta,4384161"
4386773,Specjalista Analityk (Laboratorium Fizykochemiczne w Dziale Kontroli Jakoœci),OCEANIC S.A.,2016-02-02,"Tr¹bki Ma³e (pow. gdañski), pomorskie","/praca/specjalista-analityk-laboratorium-fizykochemiczne-w-dziale-kontroli-jakosci-trabki-male-pow-gdanski,oferta,4386773"
4373231,m³odszy analityk IS,Randstad Polska (Oddzia³ Kraków),2016-02-02,"Kraków, ma³opolskie","/praca/mlodszy-analityk-is-krakow,oferta,4373231"
4359232,M³odszy Analityk Danych,Reed  Personnel Services Poland,2016-02-02,"Kraków, ma³opolskie","/praca/analityk-biznesowy-krakow,oferta,4359232"
4386133,Analityk Transportu – G³ówny Specjalista ds. Klienta Administracji,Orange Polska,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-transportu-glowny-specjalista-ds-klienta-administracji-warszawa,oferta,4386133"
4386271,M³odszy Analityk Kredytowy,Bank Zachodni WBK S.A.,2016-02-02,"Wroc³aw, dolnoœl¹skie","/praca/mlodszy-analityk-kredytowy-wroclaw,oferta,4386271"
4386291,M³odszy Analityk Kredytowy,Bank Zachodni WBK S.A.,2016-02-02,"Poznañ, wielkopolskie","/praca/mlodszy-analityk-kredytowy-poznan,oferta,4386291"
4385967,Analityk rynku,Adecco Poland Sp. z o.o.,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-rynku-warszawa,oferta,4385967"
4362994,Administrator z jêzykami,UPS Global Business Services £ódŸ,2016-02-02,"£ódŸ, ³ódzkie","/praca/analityk-z-jezykami-lodz,oferta,4362994"
4383588,Analityk w Wydziale Zarz¹dzania Ryzykiem Rynkowym,Narodowy Bank Polski,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-w-wydziale-zarzadzania-ryzykiem-rynkowym-warszawa,oferta,4383588"
4385373,Analityk,Formanway,2016-02-02,"G³owno, ³ódzkie","/praca/analityk-glowno,oferta,4385373"
4354984,Analityk Biznesowy IT – Dokumentalista,FRU.PL S.A.,2016-02-02,"Kraków, ma³opolskie","/praca/analityk-biznesowy-it-dokumentalista-krakow,oferta,4354984"
4377662,Analityk Programista w Œrodowisku Oracle,Inter Cars S.A.,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-programista-w-srodowisku-oracle-warszawa,oferta,4377662"
4380661,Analityk Sprzeda¿y w dziale Key Accounts,SC Johnson Sp. z.o.o.,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-sprzedazy-w-dziale-key-accounts-warszawa,oferta,4380661"
4361021,Analityk biznesowy,4Life Direct Sp. z o.o.,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-biznesowy-warszawa,oferta,4361021"
4384276,Analityk,PWPW S.A.,2016-02-02,"Warszawa, mazowieckie","/praca/analityk-warszawa,oferta,4384276"
4384150,Analityk Biznesowy,Arche Consulting Sp. z o.o.,2016-02-02,"Katowice, œl¹skie","/praca/analityk-biznesowy-katowice,oferta,4384150"
4384151,Analityk Biznesowy,Arche Consulting Sp. z o.o.,2016-02-02,"Kraków, ma³opolskie","/praca/analityk-biznesowy-krakow,oferta,4384151"
4383775,Operations - Junior Data Scientist,Accenture,2016-02-01,"Warszawa, mazowieckie","/praca/operations-junior-data-scientist-warszawa,oferta,4383775"
4383603,Junior Data Engineer,mBank S.A.,2016-02-01,"Warszawa, mazowieckie","/praca/junior-data-engineer-warszawa,oferta,4383603"
4340545,Techniczny lider zespo³u Big Data & Cloud,Samsung R&D Institute Poland,2016-02-01,"Warszawa, mazowieckie","/praca/techniczny-lider-zespolu-big-data-cloud-warszawa,oferta,4340545"
4380976,Big Data Systems Engineer - Administrator (Hadoop/ Splunk),CPL Integrated Services,2016-02-01,"Kraków, ma³opolskie","/praca/big-data-systems-engineer-administrator-hadoop-splunk-krakow,oferta,4380976"
4331650,Valuation Reporting Analyst,HSBC Service Delivery (Polska),2016-02-01,"Kraków, ma³opolskie","/praca/valuation-reporting-analyst-krakow,oferta,4331650"
4339237,Reconcilation Analyst (Hebrew as an asset),HSBC Service Delivery (Polska),2016-02-01,"Kraków, ma³opolskie","/praca/reconcilation-analyst-hebrew-as-an-asset-krakow,oferta,4339237"
